"VECTOR","TARGET"
"chr11:12621027-12621412_10_-","chr11:12621027-12621412"
"chr11:12623898-12624418_37_-","chr11:12623898-12624418"
"chr11:12623898-12624418_35_-","chr11:12623898-12624418"
"chr11:12623898-12624418_8_+","chr11:12623898-12624418"
"chr11:12623898-12624418_34_-","chr11:12623898-12624418"
"chr11:12625087-12625547_17_-","chr11:12625087-12625547"
"chr11:12625087-12625547_9_+","chr11:12625087-12625547"
"chr11:12625087-12625547_16_-","chr11:12625087-12625547"
"chr11:12625087-12625547_32_-","chr11:12625087-12625547"
"chr11:12626024-12626503_12_+","chr11:12626024-12626503"
"chr11:12626024-12626503_14_+","chr11:12626024-12626503"
"chr11:12626024-12626503_11_+","chr11:12626024-12626503"
"chr11:12626024-12626503_17_-","chr11:12626024-12626503"
"chr11:12646768-12647568_13_-","chr11:12646768-12647568"
"chr11:12646768-12647568_35_+","chr11:12646768-12647568"
"chr11:12646768-12647568_14_-","chr11:12646768-12647568"
"chr11:12646768-12647568_17_+","chr11:12646768-12647568"
"chr11:12663583-12664004_14_+","chr11:12663583-12664004"
"chr11:12663583-12664004_6_+","chr11:12663583-12664004"
"chr11:12663583-12664004_9_+","chr11:12663583-12664004"
"chr11:12663583-12664004_12_+","chr11:12663583-12664004"
"chr11:12683681-12684215_18_+","chr11:12683681-12684215"
"chr11:12683681-12684215_25_+","chr11:12683681-12684215"
"chr11:12683681-12684215_15_+","chr11:12683681-12684215"
"chr11:12683681-12684215_26_+","chr11:12683681-12684215"
"chr11:12684532-12684607_2_+","chr11:12684532-12684607"
"chr11:12684532-12684607_3_+","chr11:12684532-12684607"
"chr11:12684532-12684607_1_+","chr11:12684532-12684607"
"chr11:12701849-12702182_28_-","chr11:12701849-12702182"
"chr11:12701849-12702182_6_-","chr11:12701849-12702182"
"chr11:12701849-12702182_3_-","chr11:12701849-12702182"
"chr11:12701849-12702182_8_+","chr11:12701849-12702182"
"chr11:12705524-12705707_4_+","chr11:12705524-12705707"
"chr11:12705524-12705707_5_-","chr11:12705524-12705707"
"chr11:12705524-12705707_6_-","chr11:12705524-12705707"
"chr11:12705524-12705707_7_-","chr11:12705524-12705707"
"chr11:12706431-12706715_6_-","chr11:12706431-12706715"
"chr11:12706431-12706715_8_-","chr11:12706431-12706715"
"chr11:12706431-12706715_3_+","chr11:12706431-12706715"
"chr11:12706431-12706715_14_+","chr11:12706431-12706715"
"chr11:12708642-12709171_19_+","chr11:12708642-12709171"
"chr11:12708642-12709171_23_+","chr11:12708642-12709171"
"chr11:12708642-12709171_17_+","chr11:12708642-12709171"
"chr11:12708642-12709171_10_-","chr11:12708642-12709171"
"chr11:12709172-12709421_16_-","chr11:12709172-12709421"
"chr11:12709172-12709421_17_-","chr11:12709172-12709421"
"chr11:12709172-12709421_9_-","chr11:12709172-12709421"
"chr11:12709172-12709421_23_-","chr11:12709172-12709421"
"chr11:12710882-12711082_1_-","chr11:12710882-12711082"
"chr11:12710882-12711082_8_-","chr11:12710882-12711082"
"chr11:12710882-12711082_2_-","chr11:12710882-12711082"
"chr11:12710882-12711082_10_-","chr11:12710882-12711082"
"chr11:12713103-12713425_6_-","chr11:12713103-12713425"
"chr11:12713103-12713425_8_-","chr11:12713103-12713425"
"chr11:12713103-12713425_3_-","chr11:12713103-12713425"
"chr11:12713103-12713425_6_+","chr11:12713103-12713425"
"chr11:12714265-12714483_3_+","chr11:12714265-12714483"
"chr11:12714265-12714483_18_-","chr11:12714265-12714483"
"chr11:12714265-12714483_19_-","chr11:12714265-12714483"
"chr11:12714265-12714483_16_-","chr11:12714265-12714483"
"chr11:12715286-12715522_6_+","chr11:12715286-12715522"
"chr11:12715286-12715522_6_-","chr11:12715286-12715522"
"chr11:12715286-12715522_5_-","chr11:12715286-12715522"
"chr11:12715286-12715522_4_-","chr11:12715286-12715522"
"chr11:12723218-12723354_9_+","chr11:12723218-12723354"
"chr11:12723218-12723354_10_+","chr11:12723218-12723354"
"chr11:12723218-12723354_7_+","chr11:12723218-12723354"
"chr11:12723218-12723354_1_-","chr11:12723218-12723354"
"chr11:12724714-12725068_15_-","chr11:12724714-12725068"
"chr11:12724714-12725068_14_-","chr11:12724714-12725068"
"chr11:12724714-12725068_6_+","chr11:12724714-12725068"
"chr11:12724714-12725068_6_-","chr11:12724714-12725068"
"chr11:12728268-12729189_2_+","chr11:12728268-12729189"
"chr11:12728268-12729189_6_+","chr11:12728268-12729189"
"chr11:12728268-12729189_34_-","chr11:12728268-12729189"
"chr11:12728268-12729189_37_+","chr11:12728268-12729189"
"chr11:12745083-12745533_13_-","chr11:12745083-12745533"
"chr11:12745083-12745533_17_-","chr11:12745083-12745533"
"chr11:12745083-12745533_18_-","chr11:12745083-12745533"
"chr11:12745083-12745533_14_-","chr11:12745083-12745533"
"chr11:12745871-12746313_20_+","chr11:12745871-12746313"
"chr11:12745871-12746313_12_+","chr11:12745871-12746313"
"chr11:12745871-12746313_5_-","chr11:12745871-12746313"
"chr11:12745871-12746313_6_-","chr11:12745871-12746313"
"chr11:12747805-12748190_20_+","chr11:12747805-12748190"
"chr11:12747805-12748190_11_+","chr11:12747805-12748190"
"chr11:12747805-12748190_19_+","chr11:12747805-12748190"
"chr11:12747805-12748190_18_+","chr11:12747805-12748190"
"chr11:12758578-12759063_1_-","chr11:12758578-12759063"
"chr11:12758578-12759063_7_+","chr11:12758578-12759063"
"chr11:12758578-12759063_8_+","chr11:12758578-12759063"
"chr11:12758578-12759063_10_+","chr11:12758578-12759063"
"chr11:12766368-12766441_1_-","chr11:12766368-12766441"
"chr11:12766368-12766441_4_+","chr11:12766368-12766441"
"chr11:12766368-12766441_6_-","chr11:12766368-12766441"
"chr11:12766368-12766441_7_-","chr11:12766368-12766441"
"chr11:12766511-12766574_5_+","chr11:12766511-12766574"
"chr11:12766511-12766574_2_-","chr11:12766511-12766574"
"chr11:12766511-12766574_3_+","chr11:12766511-12766574"
"chr11:12766511-12766574_2_+","chr11:12766511-12766574"
"chr11:12766578-12766711_4_-","chr11:12766578-12766711"
"chr11:12766578-12766711_3_+","chr11:12766578-12766711"
"chr11:12766578-12766711_2_+","chr11:12766578-12766711"
"chr11:12766578-12766711_4_+","chr11:12766578-12766711"
"chr11:12767912-12768033_4_-","chr11:12767912-12768033"
"chr11:12767912-12768033_7_-","chr11:12767912-12768033"
"chr11:12767912-12768033_1_+","chr11:12767912-12768033"
"chr11:12767912-12768033_6_-","chr11:12767912-12768033"
"chr11:12768046-12768692_54_+","chr11:12768046-12768692"
"chr11:12768046-12768692_52_+","chr11:12768046-12768692"
"chr11:12768046-12768692_2_-","chr11:12768046-12768692"
"chr11:12768046-12768692_53_+","chr11:12768046-12768692"
"chr11:12785636-12786437_19_+","chr11:12785636-12786437"
"chr11:12785636-12786437_33_-","chr11:12785636-12786437"
"chr11:12785636-12786437_54_+","chr11:12785636-12786437"
"chr11:12785636-12786437_49_+","chr11:12785636-12786437"
"chr11:12790745-12791253_8_-","chr11:12790745-12791253"
"chr11:12790745-12791253_3_+","chr11:12790745-12791253"
"chr11:12790745-12791253_18_+","chr11:12790745-12791253"
"chr11:12790745-12791253_18_-","chr11:12790745-12791253"
"chr11:12813606-12813945_1_+","chr11:12813606-12813945"
"chr11:12813606-12813945_6_+","chr11:12813606-12813945"
"chr11:12813606-12813945_1_-","chr11:12813606-12813945"
"chr11:12813606-12813945_3_-","chr11:12813606-12813945"
"chr11:12821697-12822215_25_+","chr11:12821697-12822215"
"chr11:12821697-12822215_5_-","chr11:12821697-12822215"
"chr11:12821697-12822215_18_+","chr11:12821697-12822215"
"chr11:12821697-12822215_22_+","chr11:12821697-12822215"
"chr11:12824162-12824723_11_+","chr11:12824162-12824723"
"chr11:12824162-12824723_42_-","chr11:12824162-12824723"
"chr11:12824162-12824723_26_+","chr11:12824162-12824723"
"chr11:12824162-12824723_13_-","chr11:12824162-12824723"
"chr11:12832082-12832466_7_+","chr11:12832082-12832466"
"chr11:12832082-12832466_13_-","chr11:12832082-12832466"
"chr11:12832082-12832466_11_+","chr11:12832082-12832466"
"chr11:12832082-12832466_19_+","chr11:12832082-12832466"
"chr11:12834426-12834780_30_+","chr11:12834426-12834780"
"chr11:12834426-12834780_4_-","chr11:12834426-12834780"
"chr11:12834426-12834780_28_+","chr11:12834426-12834780"
"chr11:12834426-12834780_35_+","chr11:12834426-12834780"
"chr11:1283640-1284234_42_-","chr11:1283640-1284234"
"chr11:1283640-1284234_41_-","chr11:1283640-1284234"
"chr11:1283640-1284234_7_-","chr11:1283640-1284234"
"chr11:1283640-1284234_40_-","chr11:1283640-1284234"
"chr11:12836432-12836750_1_+","chr11:12836432-12836750"
"chr11:12836432-12836750_7_+","chr11:12836432-12836750"
"chr11:12836432-12836750_15_+","chr11:12836432-12836750"
"chr11:12836432-12836750_5_+","chr11:12836432-12836750"
"chr11:12845811-12846332_15_-","chr11:12845811-12846332"
"chr11:12845811-12846332_6_+","chr11:12845811-12846332"
"chr11:12845811-12846332_19_+","chr11:12845811-12846332"
"chr11:12845811-12846332_17_-","chr11:12845811-12846332"
"chr11:12848959-12850415_30_-","chr11:12848959-12850415"
"chr11:12848959-12850415_57_+","chr11:12848959-12850415"
"chr11:12848959-12850415_49_+","chr11:12848959-12850415"
"chr11:12848959-12850415_12_-","chr11:12848959-12850415"
"chr11:1285734-1285880_9_+","chr11:1285734-1285880"
"chr11:1285734-1285880_8_+","chr11:1285734-1285880"
"chr11:1285734-1285880_10_+","chr11:1285734-1285880"
"chr11:1285734-1285880_3_-","chr11:1285734-1285880"
"chr11:1285887-1286079_11_-","chr11:1285887-1286079"
"chr11:1285887-1286079_6_+","chr11:1285887-1286079"
"chr11:1285887-1286079_12_-","chr11:1285887-1286079"
"chr11:1285887-1286079_2_-","chr11:1285887-1286079"
"chr11:12863698-12864397_11_-","chr11:12863698-12864397"
"chr11:12863698-12864397_14_-","chr11:12863698-12864397"
"chr11:12863698-12864397_29_-","chr11:12863698-12864397"
"chr11:12863698-12864397_21_-","chr11:12863698-12864397"
"chr11:12864408-12865023_19_+","chr11:12864408-12865023"
"chr11:12864408-12865023_21_+","chr11:12864408-12865023"
"chr11:12864408-12865023_20_+","chr11:12864408-12865023"
"chr11:12864408-12865023_3_-","chr11:12864408-12865023"
"chr11:12867541-12868324_5_+","chr11:12867541-12868324"
"chr11:12867541-12868324_32_+","chr11:12867541-12868324"
"chr11:12867541-12868324_36_+","chr11:12867541-12868324"
"chr11:12867541-12868324_6_-","chr11:12867541-12868324"
"chr11:12873369-12873712_11_+","chr11:12873369-12873712"
"chr11:12873369-12873712_18_+","chr11:12873369-12873712"
"chr11:12873369-12873712_4_+","chr11:12873369-12873712"
"chr11:12873369-12873712_25_+","chr11:12873369-12873712"
"chr11:12874908-12876143_53_-","chr11:12874908-12876143"
"chr11:12874908-12876143_31_-","chr11:12874908-12876143"
"chr11:12874908-12876143_21_+","chr11:12874908-12876143"
"chr11:12874908-12876143_54_-","chr11:12874908-12876143"
"chr11:12879225-12879292_2_-","chr11:12879225-12879292"
"chr11:12879225-12879292_1_+","chr11:12879225-12879292"
"chr11:12879225-12879292_1_-","chr11:12879225-12879292"
"chr11:12879225-12879292_2_+","chr11:12879225-12879292"
"chr11:12881424-12882371_42_+","chr11:12881424-12882371"
"chr11:12881424-12882371_15_-","chr11:12881424-12882371"
"chr11:12881424-12882371_12_+","chr11:12881424-12882371"
"chr11:12881424-12882371_32_-","chr11:12881424-12882371"
"chr11:12882443-12882817_11_-","chr11:12882443-12882817"
"chr11:12882443-12882817_8_+","chr11:12882443-12882817"
"chr11:12882443-12882817_1_-","chr11:12882443-12882817"
"chr11:12882443-12882817_1_+","chr11:12882443-12882817"
"chr11:12882818-12883034_17_+","chr11:12882818-12883034"
"chr11:12882818-12883034_4_-","chr11:12882818-12883034"
"chr11:12882818-12883034_6_+","chr11:12882818-12883034"
"chr11:12882818-12883034_5_+","chr11:12882818-12883034"
"chr11:12889040-12889620_14_+","chr11:12889040-12889620"
"chr11:12889040-12889620_10_+","chr11:12889040-12889620"
"chr11:12889040-12889620_42_+","chr11:12889040-12889620"
"chr11:12889040-12889620_20_-","chr11:12889040-12889620"
"chr11:12889892-12890209_3_+","chr11:12889892-12890209"
"chr11:12889892-12890209_2_+","chr11:12889892-12890209"
"chr11:12889892-12890209_8_-","chr11:12889892-12890209"
"chr11:12889892-12890209_20_-","chr11:12889892-12890209"
"chr11:12890279-12890486_1_-","chr11:12890279-12890486"
"chr11:12890279-12890486_8_+","chr11:12890279-12890486"
"chr11:12890279-12890486_2_-","chr11:12890279-12890486"
"chr11:12890279-12890486_9_+","chr11:12890279-12890486"
"chr11:12898608-12898849_2_-","chr11:12898608-12898849"
"chr11:12898608-12898849_7_-","chr11:12898608-12898849"
"chr11:12898608-12898849_11_+","chr11:12898608-12898849"
"chr11:12898608-12898849_8_-","chr11:12898608-12898849"
"chr11:12910207-12910675_3_-","chr11:12910207-12910675"
"chr11:12910207-12910675_22_-","chr11:12910207-12910675"
"chr11:12910207-12910675_28_+","chr11:12910207-12910675"
"chr11:12910207-12910675_31_-","chr11:12910207-12910675"
"chr11:12936219-12936351_3_+","chr11:12936219-12936351"
"chr11:12936219-12936351_4_-","chr11:12936219-12936351"
"chr11:12936219-12936351_13_-","chr11:12936219-12936351"
"chr11:12936219-12936351_4_+","chr11:12936219-12936351"
"chr11:12972251-12972541_23_+","chr11:12972251-12972541"
"chr11:12972251-12972541_21_+","chr11:12972251-12972541"
"chr11:12972251-12972541_4_+","chr11:12972251-12972541"
"chr11:12972251-12972541_1_-","chr11:12972251-12972541"
"chr11:12985739-12985929_17_+","chr11:12985739-12985929"
"chr11:12985739-12985929_2_+","chr11:12985739-12985929"
"chr11:12985739-12985929_9_+","chr11:12985739-12985929"
"chr11:12985739-12985929_16_+","chr11:12985739-12985929"
"chr11:13010895-13011612_49_+","chr11:13010895-13011612"
"chr11:13010895-13011612_36_+","chr11:13010895-13011612"
"chr11:13010895-13011612_40_+","chr11:13010895-13011612"
"chr11:13010895-13011612_56_+","chr11:13010895-13011612"
"chr11:13015835-13016392_22_+","chr11:13015835-13016392"
"chr11:13015835-13016392_28_+","chr11:13015835-13016392"
"chr11:13015835-13016392_18_-","chr11:13015835-13016392"
"chr11:13015835-13016392_23_+","chr11:13015835-13016392"
"chr11:13016787-13017214_13_-","chr11:13016787-13017214"
"chr11:13016787-13017214_7_-","chr11:13016787-13017214"
"chr11:13016787-13017214_20_+","chr11:13016787-13017214"
"chr11:13016787-13017214_6_-","chr11:13016787-13017214"
"chr11:13018702-13019071_4_-","chr11:13018702-13019071"
"chr11:13018702-13019071_9_-","chr11:13018702-13019071"
"chr11:13018702-13019071_4_+","chr11:13018702-13019071"
"chr11:13018702-13019071_7_-","chr11:13018702-13019071"
"chr11:13062477-13062871_11_+","chr11:13062477-13062871"
"chr11:13062477-13062871_12_+","chr11:13062477-13062871"
"chr11:13062477-13062871_10_+","chr11:13062477-13062871"
"chr11:13062477-13062871_8_+","chr11:13062477-13062871"
"chr11:13096293-13096671_5_-","chr11:13096293-13096671"
"chr11:13096293-13096671_6_-","chr11:13096293-13096671"
"chr11:13096293-13096671_12_-","chr11:13096293-13096671"
"chr11:13096293-13096671_11_-","chr11:13096293-13096671"
"chr11:13111575-13112441_27_+","chr11:13111575-13112441"
"chr11:13111575-13112441_4_+","chr11:13111575-13112441"
"chr11:13111575-13112441_52_-","chr11:13111575-13112441"
"chr11:13111575-13112441_60_-","chr11:13111575-13112441"
"chr11:13112835-13113931_36_-","chr11:13112835-13113931"
"chr11:13112835-13113931_46_-","chr11:13112835-13113931"
"chr11:13112835-13113931_37_-","chr11:13112835-13113931"
"chr11:13112835-13113931_39_-","chr11:13112835-13113931"
"chr11:13117031-13117257_14_+","chr11:13117031-13117257"
"chr11:13117031-13117257_11_+","chr11:13117031-13117257"
"chr11:13117031-13117257_12_+","chr11:13117031-13117257"
"chr11:13117031-13117257_7_+","chr11:13117031-13117257"
"chr11:13123322-13124438_15_-","chr11:13123322-13124438"
"chr11:13123322-13124438_33_-","chr11:13123322-13124438"
"chr11:13123322-13124438_9_+","chr11:13123322-13124438"
"chr11:13123322-13124438_14_-","chr11:13123322-13124438"
"chr11:13124451-13125223_25_+","chr11:13124451-13125223"
"chr11:13124451-13125223_26_+","chr11:13124451-13125223"
"chr11:13124451-13125223_27_-","chr11:13124451-13125223"
"chr11:13124451-13125223_26_-","chr11:13124451-13125223"
"chr11:13125844-13127800_57_-","chr11:13125844-13127800"
"chr11:13125844-13127800_93_-","chr11:13125844-13127800"
"chr11:13125844-13127800_35_+","chr11:13125844-13127800"
"chr11:13125844-13127800_81_-","chr11:13125844-13127800"
"chr11:13132451-13132869_19_+","chr11:13132451-13132869"
"chr11:13132451-13132869_18_-","chr11:13132451-13132869"
"chr11:13132451-13132869_19_-","chr11:13132451-13132869"
"chr11:13132451-13132869_11_-","chr11:13132451-13132869"
"chr11:13136403-13136789_6_+","chr11:13136403-13136789"
"chr11:13136403-13136789_20_-","chr11:13136403-13136789"
"chr11:13136403-13136789_12_+","chr11:13136403-13136789"
"chr11:13136403-13136789_1_-","chr11:13136403-13136789"
"chr11:13156800-13158000_51_+","chr11:13156800-13158000"
"chr11:13156800-13158000_44_-","chr11:13156800-13158000"
"chr11:13156800-13158000_32_-","chr11:13156800-13158000"
"chr11:13156800-13158000_28_-","chr11:13156800-13158000"
"chr11:13162438-13162692_14_-","chr11:13162438-13162692"
"chr11:13162438-13162692_15_-","chr11:13162438-13162692"
"chr11:13162438-13162692_18_-","chr11:13162438-13162692"
"chr11:13162438-13162692_6_-","chr11:13162438-13162692"
"chr11:13229304-13230184_48_-","chr11:13229304-13230184"
"chr11:13229304-13230184_20_+","chr11:13229304-13230184"
"chr11:13229304-13230184_40_-","chr11:13229304-13230184"
"chr11:13229304-13230184_8_-","chr11:13229304-13230184"
"chr11:13327995-13328024_5_+","chr11:13327995-13328024"
"chr11:13327995-13328024_3_+","chr11:13327995-13328024"
"chr11:13327995-13328024_1_+","chr11:13327995-13328024"
"chr11:13327995-13328024_2_+","chr11:13327995-13328024"
"chr11:1357862-1358286_110_+","chr11:1357862-1358286"
"chr11:1357862-1358286_111_+","chr11:1357862-1358286"
"chr11:1357862-1358286_16_-","chr11:1357862-1358286"
"chr11:1357862-1358286_15_-","chr11:1357862-1358286"
"chr11:13599401-13599842_11_+","chr11:13599401-13599842"
"chr11:13599401-13599842_22_+","chr11:13599401-13599842"
"chr11:13599401-13599842_10_+","chr11:13599401-13599842"
"chr11:13599401-13599842_17_+","chr11:13599401-13599842"
"chr11:13719125-13720104_29_-","chr11:13719125-13720104"
"chr11:13719125-13720104_40_-","chr11:13719125-13720104"
"chr11:13719125-13720104_31_+","chr11:13719125-13720104"
"chr11:13719125-13720104_34_-","chr11:13719125-13720104"
"chr11:13720335-13720784_19_-","chr11:13720335-13720784"
"chr11:13720335-13720784_9_-","chr11:13720335-13720784"
"chr11:13720335-13720784_7_-","chr11:13720335-13720784"
"chr11:13720335-13720784_4_+","chr11:13720335-13720784"
"chr11:13720790-13721269_15_+","chr11:13720790-13721269"
"chr11:13720790-13721269_7_+","chr11:13720790-13721269"
"chr11:13720790-13721269_11_+","chr11:13720790-13721269"
"chr11:13720790-13721269_6_+","chr11:13720790-13721269"
"chr11:13721536-13721681_2_+","chr11:13721536-13721681"
"chr11:13721536-13721681_2_-","chr11:13721536-13721681"
"chr11:13721536-13721681_1_+","chr11:13721536-13721681"
"chr11:13721536-13721681_4_-","chr11:13721536-13721681"
"chr11:1372496-1373123_40_-","chr11:1372496-1373123"
"chr11:1372496-1373123_8_-","chr11:1372496-1373123"
"chr11:1372496-1373123_34_-","chr11:1372496-1373123"
"chr11:1372496-1373123_22_+","chr11:1372496-1373123"
"chr11:13848450-13848826_14_+","chr11:13848450-13848826"
"chr11:13848450-13848826_13_+","chr11:13848450-13848826"
"chr11:13848450-13848826_24_+","chr11:13848450-13848826"
"chr11:13848450-13848826_18_+","chr11:13848450-13848826"
"chr11:13894323-13894480_1_+","chr11:13894323-13894480"
"chr11:13894323-13894480_4_+","chr11:13894323-13894480"
"chr11:13894323-13894480_5_+","chr11:13894323-13894480"
"chr11:13894323-13894480_6_+","chr11:13894323-13894480"
"chr11:13894497-13895524_22_-","chr11:13894497-13895524"
"chr11:13894497-13895524_18_-","chr11:13894497-13895524"
"chr11:13894497-13895524_16_-","chr11:13894497-13895524"
"chr11:13894497-13895524_33_+","chr11:13894497-13895524"
"chr11:13895526-13895828_3_+","chr11:13895526-13895828"
"chr11:13895526-13895828_7_+","chr11:13895526-13895828"
"chr11:13895526-13895828_9_-","chr11:13895526-13895828"
"chr11:13895526-13895828_7_-","chr11:13895526-13895828"
"chr11:13896197-13896599_21_+","chr11:13896197-13896599"
"chr11:13896197-13896599_6_-","chr11:13896197-13896599"
"chr11:13896197-13896599_5_+","chr11:13896197-13896599"
"chr11:13896197-13896599_26_+","chr11:13896197-13896599"
"chr11:13897767-13898486_24_-","chr11:13897767-13898486"
"chr11:13897767-13898486_31_+","chr11:13897767-13898486"
"chr11:13897767-13898486_10_+","chr11:13897767-13898486"
"chr11:13897767-13898486_15_+","chr11:13897767-13898486"
"chr11:13946234-13946616_19_-","chr11:13946234-13946616"
"chr11:13946234-13946616_20_-","chr11:13946234-13946616"
"chr11:13946234-13946616_22_-","chr11:13946234-13946616"
"chr11:13946234-13946616_11_+","chr11:13946234-13946616"
"chr11:13950249-13950676_13_-","chr11:13950249-13950676"
"chr11:13950249-13950676_10_-","chr11:13950249-13950676"
"chr11:13950249-13950676_5_-","chr11:13950249-13950676"
"chr11:13950249-13950676_3_-","chr11:13950249-13950676"
"chr11:1404201-1404317_4_+","chr11:1404201-1404317"
"chr11:1404201-1404317_15_+","chr11:1404201-1404317"
"chr11:1404201-1404317_16_+","chr11:1404201-1404317"
"chr11:1404201-1404317_3_-","chr11:1404201-1404317"
"chr11:1404402-1404794_22_+","chr11:1404402-1404794"
"chr11:1404402-1404794_19_+","chr11:1404402-1404794"
"chr11:1404402-1404794_62_+","chr11:1404402-1404794"
"chr11:1404402-1404794_28_+","chr11:1404402-1404794"
"chr11:1410599-1411288_23_-","chr11:1410599-1411288"
"chr11:1410599-1411288_22_-","chr11:1410599-1411288"
"chr11:1410599-1411288_21_-","chr11:1410599-1411288"
"chr11:1410599-1411288_24_-","chr11:1410599-1411288"
"chr11:14322257-14322648_8_-","chr11:14322257-14322648"
"chr11:14322257-14322648_14_+","chr11:14322257-14322648"
"chr11:14322257-14322648_15_-","chr11:14322257-14322648"
"chr11:14322257-14322648_23_+","chr11:14322257-14322648"
"chr11:1433764-1433875_5_+","chr11:1433764-1433875"
"chr11:1433764-1433875_19_+","chr11:1433764-1433875"
"chr11:1433764-1433875_10_+","chr11:1433764-1433875"
"chr11:1433764-1433875_20_+","chr11:1433764-1433875"
"chr11:14358578-14359078_1_+","chr11:14358578-14359078"
"chr11:14358578-14359078_3_-","chr11:14358578-14359078"
"chr11:14358578-14359078_27_-","chr11:14358578-14359078"
"chr11:14358578-14359078_7_+","chr11:14358578-14359078"
"chr11:14436190-14436355_18_+","chr11:14436190-14436355"
"chr11:14436190-14436355_8_+","chr11:14436190-14436355"
"chr11:14436190-14436355_12_+","chr11:14436190-14436355"
"chr11:14436190-14436355_3_-","chr11:14436190-14436355"
"chr11:14436421-14437085_25_-","chr11:14436421-14437085"
"chr11:14436421-14437085_26_+","chr11:14436421-14437085"
"chr11:14436421-14437085_30_-","chr11:14436421-14437085"
"chr11:14436421-14437085_31_-","chr11:14436421-14437085"
"chr11:14443755-14444244_11_+","chr11:14443755-14444244"
"chr11:14443755-14444244_17_+","chr11:14443755-14444244"
"chr11:14443755-14444244_14_-","chr11:14443755-14444244"
"chr11:14443755-14444244_29_+","chr11:14443755-14444244"
"chr11:14521090-14522821_34_-","chr11:14521090-14522821"
"chr11:14521090-14522821_13_+","chr11:14521090-14522821"
"chr11:14521090-14522821_34_+","chr11:14521090-14522821"
"chr11:14521090-14522821_67_-","chr11:14521090-14522821"
"chr11:14522822-14522965_5_-","chr11:14522822-14522965"
"chr11:14522822-14522965_3_-","chr11:14522822-14522965"
"chr11:14522822-14522965_6_-","chr11:14522822-14522965"
"chr11:14522822-14522965_2_+","chr11:14522822-14522965"
"chr11:14522967-14523060_1_+","chr11:14522967-14523060"
"chr11:14522967-14523060_4_+","chr11:14522967-14523060"
"chr11:14522967-14523060_1_-","chr11:14522967-14523060"
"chr11:14522967-14523060_3_+","chr11:14522967-14523060"
"chr11:14523064-14523300_7_-","chr11:14523064-14523300"
"chr11:14523064-14523300_5_-","chr11:14523064-14523300"
"chr11:14523064-14523300_2_-","chr11:14523064-14523300"
"chr11:14523064-14523300_6_-","chr11:14523064-14523300"
"chr11:14558643-14559165_26_-","chr11:14558643-14559165"
"chr11:14558643-14559165_20_-","chr11:14558643-14559165"
"chr11:14558643-14559165_25_-","chr11:14558643-14559165"
"chr11:14558643-14559165_6_+","chr11:14558643-14559165"
"chr11:14562818-14563275_7_+","chr11:14562818-14563275"
"chr11:14562818-14563275_31_-","chr11:14562818-14563275"
"chr11:14562818-14563275_11_+","chr11:14562818-14563275"
"chr11:14562818-14563275_20_-","chr11:14562818-14563275"
"chr11:14566087-14566416_12_-","chr11:14566087-14566416"
"chr11:14566087-14566416_7_-","chr11:14566087-14566416"
"chr11:14566087-14566416_8_+","chr11:14566087-14566416"
"chr11:14566087-14566416_5_+","chr11:14566087-14566416"
"chr11:14566421-14566668_2_-","chr11:14566421-14566668"
"chr11:14566421-14566668_7_+","chr11:14566421-14566668"
"chr11:14566421-14566668_10_+","chr11:14566421-14566668"
"chr11:14566421-14566668_1_-","chr11:14566421-14566668"
"chr11:14599994-14600569_19_+","chr11:14599994-14600569"
"chr11:14599994-14600569_25_+","chr11:14599994-14600569"
"chr11:14599994-14600569_22_+","chr11:14599994-14600569"
"chr11:14599994-14600569_17_+","chr11:14599994-14600569"
"chr11:14678525-14679100_18_+","chr11:14678525-14679100"
"chr11:14678525-14679100_7_-","chr11:14678525-14679100"
"chr11:14678525-14679100_13_+","chr11:14678525-14679100"
"chr11:14678525-14679100_15_-","chr11:14678525-14679100"
"chr11:14690209-14690812_20_+","chr11:14690209-14690812"
"chr11:14690209-14690812_10_-","chr11:14690209-14690812"
"chr11:14690209-14690812_21_+","chr11:14690209-14690812"
"chr11:14690209-14690812_13_-","chr11:14690209-14690812"
"chr11:14786699-14787199_7_-","chr11:14786699-14787199"
"chr11:14786699-14787199_13_+","chr11:14786699-14787199"
"chr11:14786699-14787199_7_+","chr11:14786699-14787199"
"chr11:14786699-14787199_8_-","chr11:14786699-14787199"
"chr11:14874166-14874416_10_-","chr11:14874166-14874416"
"chr11:14874166-14874416_9_-","chr11:14874166-14874416"
"chr11:14874166-14874416_11_-","chr11:14874166-14874416"
"chr11:14874166-14874416_4_-","chr11:14874166-14874416"
"chr11:1488473-1488949_30_-","chr11:1488473-1488949"
"chr11:1488473-1488949_11_-","chr11:1488473-1488949"
"chr11:1488473-1488949_15_-","chr11:1488473-1488949"
"chr11:1488473-1488949_8_+","chr11:1488473-1488949"
"chr11:14916313-14916920_38_+","chr11:14916313-14916920"
"chr11:14916313-14916920_24_+","chr11:14916313-14916920"
"chr11:14916313-14916920_16_-","chr11:14916313-14916920"
"chr11:14916313-14916920_13_-","chr11:14916313-14916920"
"chr11:14929328-14929529_11_-","chr11:14929328-14929529"
"chr11:14929328-14929529_12_+","chr11:14929328-14929529"
"chr11:14929328-14929529_14_+","chr11:14929328-14929529"
"chr11:14929328-14929529_4_-","chr11:14929328-14929529"
"chr11:1533749-1534025_13_+","chr11:1533749-1534025"
"chr11:1533749-1534025_12_+","chr11:1533749-1534025"
