"VECTOR","TARGET"
"chr8:106424929-106425199_9_+","chr8:106424929-106425199"
"chr8:106437183-106437455_9_+","chr8:106437183-106437455"
"chr8:106437183-106437455_8_+","chr8:106437183-106437455"
"chr8:106437183-106437455_6_+","chr8:106437183-106437455"
"chr8:106437183-106437455_7_+","chr8:106437183-106437455"
"chr8:106438528-106438732_7_+","chr8:106438528-106438732"
"chr8:106438528-106438732_6_+","chr8:106438528-106438732"
"chr8:106438528-106438732_8_+","chr8:106438528-106438732"
"chr8:106438528-106438732_13_-","chr8:106438528-106438732"
"chr8:106440742-106441303_22_+","chr8:106440742-106441303"
"chr8:106440742-106441303_23_+","chr8:106440742-106441303"
"chr8:106440742-106441303_21_+","chr8:106440742-106441303"
"chr8:106440742-106441303_5_+","chr8:106440742-106441303"
"chr8:106442272-106443137_11_+","chr8:106442272-106443137"
"chr8:106442272-106443137_44_+","chr8:106442272-106443137"
"chr8:106442272-106443137_42_-","chr8:106442272-106443137"
"chr8:106442272-106443137_11_-","chr8:106442272-106443137"
"chr8:106446590-106447021_4_-","chr8:106446590-106447021"
"chr8:106446590-106447021_9_-","chr8:106446590-106447021"
"chr8:106446590-106447021_3_-","chr8:106446590-106447021"
"chr8:106446590-106447021_2_+","chr8:106446590-106447021"
"chr8:106472088-106472512_1_+","chr8:106472088-106472512"
"chr8:106472088-106472512_9_+","chr8:106472088-106472512"
"chr8:106472088-106472512_7_+","chr8:106472088-106472512"
"chr8:106472088-106472512_8_-","chr8:106472088-106472512"
"chr8:106480158-106480558_6_+","chr8:106480158-106480558"
"chr8:106480158-106480558_24_-","chr8:106480158-106480558"
"chr8:106480158-106480558_17_-","chr8:106480158-106480558"
"chr8:106480158-106480558_10_-","chr8:106480158-106480558"
"chr8:106505302-106506372_37_-","chr8:106505302-106506372"
"chr8:106505302-106506372_38_-","chr8:106505302-106506372"
"chr8:106505302-106506372_32_+","chr8:106505302-106506372"
"chr8:106505302-106506372_9_-","chr8:106505302-106506372"
"chr8:106511355-106511687_11_-","chr8:106511355-106511687"
"chr8:106511355-106511687_10_-","chr8:106511355-106511687"
"chr8:106511355-106511687_18_-","chr8:106511355-106511687"
"chr8:106511355-106511687_2_+","chr8:106511355-106511687"
"chr8:106520289-106520925_29_-","chr8:106520289-106520925"
"chr8:106520289-106520925_6_-","chr8:106520289-106520925"
"chr8:106520289-106520925_31_-","chr8:106520289-106520925"
"chr8:106520289-106520925_3_+","chr8:106520289-106520925"
"chr8:106529029-106529296_2_-","chr8:106529029-106529296"
"chr8:106529029-106529296_6_-","chr8:106529029-106529296"
"chr8:106529029-106529296_5_-","chr8:106529029-106529296"
"chr8:106529029-106529296_1_+","chr8:106529029-106529296"
"chr8:106532514-106533345_28_+","chr8:106532514-106533345"
"chr8:106532514-106533345_27_+","chr8:106532514-106533345"
"chr8:106532514-106533345_18_+","chr8:106532514-106533345"
"chr8:106532514-106533345_15_+","chr8:106532514-106533345"
"chr8:106545274-106545896_9_+","chr8:106545274-106545896"
"chr8:106545274-106545896_8_-","chr8:106545274-106545896"
"chr8:106545274-106545896_11_+","chr8:106545274-106545896"
"chr8:106545274-106545896_7_+","chr8:106545274-106545896"
"chr8:106577340-106577968_9_-","chr8:106577340-106577968"
"chr8:106577340-106577968_8_-","chr8:106577340-106577968"
"chr8:106577340-106577968_18_-","chr8:106577340-106577968"
"chr8:106577340-106577968_5_-","chr8:106577340-106577968"
"chr8:106580997-106581940_13_-","chr8:106580997-106581940"
"chr8:106580997-106581940_38_-","chr8:106580997-106581940"
"chr8:106580997-106581940_12_+","chr8:106580997-106581940"
"chr8:106580997-106581940_16_-","chr8:106580997-106581940"
"chr8:106586099-106586728_12_-","chr8:106586099-106586728"
"chr8:106586099-106586728_12_+","chr8:106586099-106586728"
"chr8:106586099-106586728_15_-","chr8:106586099-106586728"
"chr8:106586099-106586728_5_-","chr8:106586099-106586728"
"chr8:106586896-106587163_2_+","chr8:106586896-106587163"
"chr8:106586896-106587163_3_-","chr8:106586896-106587163"
"chr8:106586896-106587163_14_-","chr8:106586896-106587163"
"chr8:106586896-106587163_13_-","chr8:106586896-106587163"
"chr8:106587191-106587951_11_+","chr8:106587191-106587951"
"chr8:106587191-106587951_40_+","chr8:106587191-106587951"
"chr8:106587191-106587951_36_-","chr8:106587191-106587951"
"chr8:106587191-106587951_14_-","chr8:106587191-106587951"
"chr8:106588496-106588845_10_+","chr8:106588496-106588845"
"chr8:106588496-106588845_5_-","chr8:106588496-106588845"
"chr8:106588496-106588845_8_-","chr8:106588496-106588845"
"chr8:106588496-106588845_7_+","chr8:106588496-106588845"
"chr8:106604852-106605392_11_-","chr8:106604852-106605392"
"chr8:106604852-106605392_12_-","chr8:106604852-106605392"
"chr8:106604852-106605392_7_+","chr8:106604852-106605392"
"chr8:106604852-106605392_19_-","chr8:106604852-106605392"
"chr8:106625857-106626008_6_-","chr8:106625857-106626008"
"chr8:106625857-106626008_2_+","chr8:106625857-106626008"
"chr8:106625857-106626008_5_-","chr8:106625857-106626008"
"chr8:106625857-106626008_1_+","chr8:106625857-106626008"
"chr8:106626688-106627021_6_+","chr8:106626688-106627021"
"chr8:106626688-106627021_7_+","chr8:106626688-106627021"
"chr8:106626688-106627021_13_-","chr8:106626688-106627021"
"chr8:106626688-106627021_12_-","chr8:106626688-106627021"
"chr8:106627205-106627590_1_-","chr8:106627205-106627590"
"chr8:106627205-106627590_19_+","chr8:106627205-106627590"
"chr8:106627205-106627590_6_+","chr8:106627205-106627590"
"chr8:106627205-106627590_5_+","chr8:106627205-106627590"
"chr8:106636203-106636692_12_+","chr8:106636203-106636692"
"chr8:106636203-106636692_12_-","chr8:106636203-106636692"
"chr8:106636203-106636692_17_-","chr8:106636203-106636692"
"chr8:106636203-106636692_13_-","chr8:106636203-106636692"
"chr8:106644627-106644840_4_-","chr8:106644627-106644840"
"chr8:106644627-106644840_8_+","chr8:106644627-106644840"
"chr8:106644627-106644840_2_-","chr8:106644627-106644840"
"chr8:106644627-106644840_6_+","chr8:106644627-106644840"
"chr8:106645286-106646151_14_-","chr8:106645286-106646151"
"chr8:106645286-106646151_4_-","chr8:106645286-106646151"
"chr8:106645286-106646151_20_-","chr8:106645286-106646151"
"chr8:106645286-106646151_13_-","chr8:106645286-106646151"
"chr8:106744205-106744822_15_+","chr8:106744205-106744822"
"chr8:106744205-106744822_16_+","chr8:106744205-106744822"
"chr8:106744205-106744822_14_+","chr8:106744205-106744822"
"chr8:106744205-106744822_7_-","chr8:106744205-106744822"
"chr8:106987962-106988392_3_+","chr8:106987962-106988392"
"chr8:106987962-106988392_9_+","chr8:106987962-106988392"
"chr8:106987962-106988392_10_+","chr8:106987962-106988392"
"chr8:106987962-106988392_14_+","chr8:106987962-106988392"
"chr8:107072030-107072975_17_-","chr8:107072030-107072975"
"chr8:107072030-107072975_8_+","chr8:107072030-107072975"
"chr8:107072030-107072975_24_+","chr8:107072030-107072975"
"chr8:107072030-107072975_30_+","chr8:107072030-107072975"
"chr8:107182604-107183379_24_+","chr8:107182604-107183379"
"chr8:107182604-107183379_15_+","chr8:107182604-107183379"
"chr8:107182604-107183379_47_+","chr8:107182604-107183379"
"chr8:107182604-107183379_13_-","chr8:107182604-107183379"
"chr8:107709390-107709773_20_+","chr8:107709390-107709773"
"chr8:107709390-107709773_9_-","chr8:107709390-107709773"
"chr8:107709390-107709773_21_+","chr8:107709390-107709773"
"chr8:107709390-107709773_13_-","chr8:107709390-107709773"
"chr8:107737865-107738660_13_-","chr8:107737865-107738660"
"chr8:107737865-107738660_27_+","chr8:107737865-107738660"
"chr8:107737865-107738660_20_+","chr8:107737865-107738660"
"chr8:107737865-107738660_7_-","chr8:107737865-107738660"
"chr8:108117052-108117530_10_-","chr8:108117052-108117530"
"chr8:108117052-108117530_9_+","chr8:108117052-108117530"
"chr8:108117052-108117530_11_-","chr8:108117052-108117530"
"chr8:108117052-108117530_13_+","chr8:108117052-108117530"
"chr8:108160061-108160669_20_+","chr8:108160061-108160669"
"chr8:108160061-108160669_18_+","chr8:108160061-108160669"
"chr8:108160061-108160669_17_-","chr8:108160061-108160669"
"chr8:108160061-108160669_17_+","chr8:108160061-108160669"
"chr8:108227454-108228057_9_-","chr8:108227454-108228057"
"chr8:108227454-108228057_18_-","chr8:108227454-108228057"
"chr8:108227454-108228057_13_-","chr8:108227454-108228057"
"chr8:108227454-108228057_7_-","chr8:108227454-108228057"
"chr8:108299634-108300313_9_-","chr8:108299634-108300313"
"chr8:108299634-108300313_10_-","chr8:108299634-108300313"
"chr8:108299634-108300313_8_-","chr8:108299634-108300313"
"chr8:108299634-108300313_11_-","chr8:108299634-108300313"
"chr8:108300507-108300698_4_-","chr8:108300507-108300698"
"chr8:108300507-108300698_7_-","chr8:108300507-108300698"
"chr8:108300507-108300698_3_-","chr8:108300507-108300698"
"chr8:108300507-108300698_9_-","chr8:108300507-108300698"
"chr8:108317287-108317817_11_-","chr8:108317287-108317817"
"chr8:108317287-108317817_7_-","chr8:108317287-108317817"
"chr8:108317287-108317817_12_-","chr8:108317287-108317817"
"chr8:108317287-108317817_8_+","chr8:108317287-108317817"
"chr8:108322477-108323079_7_+","chr8:108322477-108323079"
"chr8:108322477-108323079_1_-","chr8:108322477-108323079"
"chr8:108322477-108323079_16_+","chr8:108322477-108323079"
"chr8:108322477-108323079_4_+","chr8:108322477-108323079"
"chr8:108326431-108326518_3_-","chr8:108326431-108326518"
"chr8:108326431-108326518_5_-","chr8:108326431-108326518"
"chr8:108326431-108326518_4_+","chr8:108326431-108326518"
"chr8:108326431-108326518_1_+","chr8:108326431-108326518"
"chr8:108327380-108327843_16_-","chr8:108327380-108327843"
"chr8:108327380-108327843_15_-","chr8:108327380-108327843"
"chr8:108327380-108327843_11_-","chr8:108327380-108327843"
"chr8:108327380-108327843_1_+","chr8:108327380-108327843"
"chr8:108336571-108336625_2_-","chr8:108336571-108336625"
"chr8:108356347-108356849_13_+","chr8:108356347-108356849"
"chr8:108356347-108356849_8_+","chr8:108356347-108356849"
"chr8:108356347-108356849_9_+","chr8:108356347-108356849"
"chr8:108356347-108356849_12_+","chr8:108356347-108356849"
"chr8:108387739-108388432_15_+","chr8:108387739-108388432"
"chr8:108387739-108388432_25_+","chr8:108387739-108388432"
"chr8:108387739-108388432_27_+","chr8:108387739-108388432"
"chr8:108387739-108388432_4_-","chr8:108387739-108388432"
"chr8:108452940-108453080_1_+","chr8:108452940-108453080"
"chr8:108452940-108453080_1_-","chr8:108452940-108453080"
"chr8:108452940-108453080_2_-","chr8:108452940-108453080"
"chr8:108452940-108453080_3_-","chr8:108452940-108453080"
"chr8:108508032-108508513_3_-","chr8:108508032-108508513"
"chr8:108508032-108508513_14_-","chr8:108508032-108508513"
"chr8:108508032-108508513_6_-","chr8:108508032-108508513"
"chr8:108508032-108508513_2_+","chr8:108508032-108508513"
"chr8:108537762-108538226_11_-","chr8:108537762-108538226"
"chr8:108537762-108538226_13_-","chr8:108537762-108538226"
"chr8:108537762-108538226_6_-","chr8:108537762-108538226"
"chr8:108537762-108538226_27_-","chr8:108537762-108538226"
"chr8:108619017-108619324_16_+","chr8:108619017-108619324"
"chr8:108619017-108619324_23_+","chr8:108619017-108619324"
"chr8:108619017-108619324_7_+","chr8:108619017-108619324"
"chr8:108619017-108619324_2_-","chr8:108619017-108619324"
"chr8:110076259-110076656_7_-","chr8:110076259-110076656"
"chr8:110076259-110076656_8_-","chr8:110076259-110076656"
"chr8:110076259-110076656_6_+","chr8:110076259-110076656"
"chr8:110076259-110076656_6_-","chr8:110076259-110076656"
"chr8:110078013-110078349_12_-","chr8:110078013-110078349"
"chr8:110078013-110078349_2_-","chr8:110078013-110078349"
"chr8:110078013-110078349_13_-","chr8:110078013-110078349"
"chr8:110078013-110078349_8_-","chr8:110078013-110078349"
"chr8:110145928-110146072_1_-","chr8:110145928-110146072"
"chr8:110145928-110146072_2_+","chr8:110145928-110146072"
"chr8:110145928-110146072_2_-","chr8:110145928-110146072"
"chr8:110145928-110146072_1_+","chr8:110145928-110146072"
"chr8:110375135-110375727_36_+","chr8:110375135-110375727"
"chr8:110375135-110375727_50_+","chr8:110375135-110375727"
"chr8:110375135-110375727_26_-","chr8:110375135-110375727"
"chr8:110375135-110375727_26_+","chr8:110375135-110375727"
"chr8:110378446-110378834_12_+","chr8:110378446-110378834"
"chr8:110378446-110378834_6_+","chr8:110378446-110378834"
"chr8:110378446-110378834_7_-","chr8:110378446-110378834"
"chr8:110378446-110378834_3_-","chr8:110378446-110378834"
"chr8:110380931-110381104_4_+","chr8:110380931-110381104"
"chr8:110380931-110381104_9_-","chr8:110380931-110381104"
"chr8:110380931-110381104_5_-","chr8:110380931-110381104"
"chr8:110380931-110381104_7_-","chr8:110380931-110381104"
"chr8:110381716-110382327_15_+","chr8:110381716-110382327"
"chr8:110381716-110382327_10_+","chr8:110381716-110382327"
"chr8:110381716-110382327_13_-","chr8:110381716-110382327"
"chr8:110381716-110382327_4_-","chr8:110381716-110382327"
"chr8:110405029-110405369_14_-","chr8:110405029-110405369"
"chr8:110405029-110405369_1_-","chr8:110405029-110405369"
"chr8:110405029-110405369_17_-","chr8:110405029-110405369"
"chr8:110405029-110405369_4_-","chr8:110405029-110405369"
"chr8:110423795-110424683_19_-","chr8:110423795-110424683"
"chr8:110423795-110424683_7_+","chr8:110423795-110424683"
"chr8:110423795-110424683_9_+","chr8:110423795-110424683"
"chr8:110423795-110424683_26_+","chr8:110423795-110424683"
"chr8:110440455-110441161_14_-","chr8:110440455-110441161"
"chr8:110440455-110441161_12_-","chr8:110440455-110441161"
"chr8:110440455-110441161_12_+","chr8:110440455-110441161"
"chr8:110440455-110441161_9_-","chr8:110440455-110441161"
"chr8:110442055-110442543_11_-","chr8:110442055-110442543"
"chr8:110442055-110442543_16_-","chr8:110442055-110442543"
"chr8:110442055-110442543_13_-","chr8:110442055-110442543"
"chr8:110442055-110442543_9_-","chr8:110442055-110442543"
"chr8:110462953-110463585_32_+","chr8:110462953-110463585"
"chr8:110462953-110463585_13_-","chr8:110462953-110463585"
"chr8:110462953-110463585_24_+","chr8:110462953-110463585"
"chr8:110462953-110463585_5_+","chr8:110462953-110463585"
"chr8:110533223-110533457_14_-","chr8:110533223-110533457"
"chr8:110533223-110533457_2_-","chr8:110533223-110533457"
"chr8:110533223-110533457_1_+","chr8:110533223-110533457"
"chr8:110533223-110533457_4_+","chr8:110533223-110533457"
"chr8:110548055-110548512_18_+","chr8:110548055-110548512"
"chr8:110548055-110548512_19_+","chr8:110548055-110548512"
"chr8:110548055-110548512_10_+","chr8:110548055-110548512"
"chr8:110548055-110548512_16_+","chr8:110548055-110548512"
"chr8:110549371-110549725_5_-","chr8:110549371-110549725"
"chr8:110549371-110549725_24_+","chr8:110549371-110549725"
"chr8:110549371-110549725_14_+","chr8:110549371-110549725"
"chr8:110549371-110549725_25_+","chr8:110549371-110549725"
"chr8:110549728-110549878_12_-","chr8:110549728-110549878"
"chr8:110549728-110549878_11_-","chr8:110549728-110549878"
"chr8:110549728-110549878_13_-","chr8:110549728-110549878"
"chr8:110549728-110549878_6_-","chr8:110549728-110549878"
"chr8:110557975-110558267_9_+","chr8:110557975-110558267"
"chr8:110557975-110558267_5_+","chr8:110557975-110558267"
"chr8:110557975-110558267_4_+","chr8:110557975-110558267"
"chr8:110557975-110558267_7_+","chr8:110557975-110558267"
"chr8:110558602-110558849_8_-","chr8:110558602-110558849"
"chr8:110558602-110558849_1_+","chr8:110558602-110558849"
"chr8:110558602-110558849_5_-","chr8:110558602-110558849"
"chr8:110558602-110558849_5_+","chr8:110558602-110558849"
"chr8:110589299-110589824_22_-","chr8:110589299-110589824"
"chr8:110589299-110589824_23_-","chr8:110589299-110589824"
"chr8:110589299-110589824_9_+","chr8:110589299-110589824"
"chr8:110589299-110589824_12_-","chr8:110589299-110589824"
"chr8:110605403-110605739_5_+","chr8:110605403-110605739"
"chr8:110605403-110605739_5_-","chr8:110605403-110605739"
"chr8:110605403-110605739_14_+","chr8:110605403-110605739"
"chr8:110605403-110605739_2_+","chr8:110605403-110605739"
"chr8:110654808-110655730_47_-","chr8:110654808-110655730"
"chr8:110654808-110655730_26_-","chr8:110654808-110655730"
"chr8:110654808-110655730_8_+","chr8:110654808-110655730"
"chr8:110654808-110655730_35_+","chr8:110654808-110655730"
"chr8:111906670-111907264_9_+","chr8:111906670-111907264"
"chr8:111906670-111907264_33_-","chr8:111906670-111907264"
"chr8:111906670-111907264_13_-","chr8:111906670-111907264"
"chr8:111906670-111907264_30_-","chr8:111906670-111907264"
"chr8:114266348-114266595_2_+","chr8:114266348-114266595"
"chr8:114266348-114266595_6_+","chr8:114266348-114266595"
"chr8:114266348-114266595_5_+","chr8:114266348-114266595"
"chr8:114266348-114266595_3_-","chr8:114266348-114266595"
"chr8:115322658-115322858_1_-","chr8:115322658-115322858"
"chr8:115322658-115322858_1_+","chr8:115322658-115322858"
"chr8:115322658-115322858_8_-","chr8:115322658-115322858"
"chr8:115322658-115322858_2_-","chr8:115322658-115322858"
"chr8:116346468-116347135_30_+","chr8:116346468-116347135"
"chr8:116346468-116347135_10_+","chr8:116346468-116347135"
"chr8:116346468-116347135_2_-","chr8:116346468-116347135"
"chr8:116346468-116347135_15_+","chr8:116346468-116347135"
"chr8:116430342-116430748_22_+","chr8:116430342-116430748"
"chr8:116430342-116430748_6_+","chr8:116430342-116430748"
"chr8:116430342-116430748_10_+","chr8:116430342-116430748"
"chr8:116430342-116430748_25_-","chr8:116430342-116430748"
"chr8:116439582-116440448_4_-","chr8:116439582-116440448"
"chr8:116439582-116440448_5_-","chr8:116439582-116440448"
"chr8:116439582-116440448_13_-","chr8:116439582-116440448"
"chr8:116439582-116440448_2_+","chr8:116439582-116440448"
"chr8:116443724-116443925_3_+","chr8:116443724-116443925"
"chr8:116443724-116443925_6_+","chr8:116443724-116443925"
"chr8:116443724-116443925_5_+","chr8:116443724-116443925"
"chr8:116443724-116443925_2_+","chr8:116443724-116443925"
"chr8:116463917-116464664_6_+","chr8:116463917-116464664"
"chr8:116463917-116464664_18_-","chr8:116463917-116464664"
"chr8:116463917-116464664_31_-","chr8:116463917-116464664"
"chr8:116463917-116464664_12_-","chr8:116463917-116464664"
"chr8:116470116-116470659_7_+","chr8:116470116-116470659"
"chr8:116470116-116470659_23_+","chr8:116470116-116470659"
"chr8:116470116-116470659_21_+","chr8:116470116-116470659"
"chr8:116470116-116470659_8_+","chr8:116470116-116470659"
"chr8:116474695-116474834_3_+","chr8:116474695-116474834"
"chr8:116474695-116474834_1_+","chr8:116474695-116474834"
"chr8:116474695-116474834_2_+","chr8:116474695-116474834"
"chr8:116474695-116474834_2_-","chr8:116474695-116474834"
"chr8:116479767-116480303_2_+","chr8:116479767-116480303"
"chr8:116479767-116480303_24_-","chr8:116479767-116480303"
"chr8:116479767-116480303_12_-","chr8:116479767-116480303"
"chr8:116479767-116480303_23_-","chr8:116479767-116480303"
"chr8:116480942-116481375_12_+","chr8:116480942-116481375"
"chr8:116480942-116481375_21_+","chr8:116480942-116481375"
"chr8:116480942-116481375_18_-","chr8:116480942-116481375"
"chr8:116480942-116481375_2_-","chr8:116480942-116481375"
"chr8:116594197-116595245_25_+","chr8:116594197-116595245"
"chr8:116594197-116595245_30_-","chr8:116594197-116595245"
"chr8:116594197-116595245_2_+","chr8:116594197-116595245"
"chr8:116594197-116595245_29_+","chr8:116594197-116595245"
"chr8:116601209-116601536_6_+","chr8:116601209-116601536"
"chr8:116601209-116601536_5_+","chr8:116601209-116601536"
"chr8:116601209-116601536_29_+","chr8:116601209-116601536"
"chr8:116601209-116601536_33_+","chr8:116601209-116601536"
"chr8:116655590-116655790_7_-","chr8:116655590-116655790"
"chr8:116655590-116655790_2_-","chr8:116655590-116655790"
"chr8:116655590-116655790_2_+","chr8:116655590-116655790"
"chr8:116655590-116655790_1_+","chr8:116655590-116655790"
"chr8:116655795-116656026_11_-","chr8:116655795-116656026"
"chr8:116655795-116656026_9_-","chr8:116655795-116656026"
"chr8:116655795-116656026_10_-","chr8:116655795-116656026"
"chr8:116655795-116656026_6_-","chr8:116655795-116656026"
"chr8:116660379-116660747_36_+","chr8:116660379-116660747"
"chr8:116660379-116660747_54_+","chr8:116660379-116660747"
"chr8:116660379-116660747_39_+","chr8:116660379-116660747"
"chr8:116660379-116660747_29_+","chr8:116660379-116660747"
"chr8:116661057-116661386_7_+","chr8:116661057-116661386"
"chr8:116661057-116661386_5_+","chr8:116661057-116661386"
"chr8:116661057-116661386_3_+","chr8:116661057-116661386"
"chr8:116661057-116661386_8_-","chr8:116661057-116661386"
"chr8:116662121-116662380_6_-","chr8:116662121-116662380"
"chr8:116662121-116662380_6_+","chr8:116662121-116662380"
"chr8:116662121-116662380_9_+","chr8:116662121-116662380"
"chr8:116662121-116662380_5_+","chr8:116662121-116662380"
"chr8:116670360-116670799_6_-","chr8:116670360-116670799"
"chr8:116670360-116670799_12_+","chr8:116670360-116670799"
"chr8:116670360-116670799_5_-","chr8:116670360-116670799"
"chr8:116670360-116670799_11_+","chr8:116670360-116670799"
"chr8:116685772-116685931_12_-","chr8:116685772-116685931"
"chr8:116685772-116685931_1_+","chr8:116685772-116685931"
"chr8:116685772-116685931_11_-","chr8:116685772-116685931"
"chr8:116685772-116685931_6_+","chr8:116685772-116685931"
"chr8:116710880-116711371_9_-","chr8:116710880-116711371"
"chr8:116710880-116711371_15_-","chr8:116710880-116711371"
"chr8:116710880-116711371_2_-","chr8:116710880-116711371"
"chr8:116710880-116711371_17_+","chr8:116710880-116711371"
"chr8:116786322-116786608_7_-","chr8:116786322-116786608"
"chr8:116786322-116786608_4_+","chr8:116786322-116786608"
"chr8:116786322-116786608_11_+","chr8:116786322-116786608"
"chr8:116786322-116786608_8_-","chr8:116786322-116786608"
"chr8:116786784-116787390_23_+","chr8:116786784-116787390"
"chr8:116786784-116787390_22_+","chr8:116786784-116787390"
"chr8:116786784-116787390_10_-","chr8:116786784-116787390"
"chr8:116786784-116787390_21_+","chr8:116786784-116787390"
"chr8:116790530-116790789_7_+","chr8:116790530-116790789"
"chr8:116790530-116790789_7_-","chr8:116790530-116790789"
"chr8:116790530-116790789_2_-","chr8:116790530-116790789"
"chr8:116790530-116790789_8_+","chr8:116790530-116790789"
"chr8:117378538-117378781_8_+","chr8:117378538-117378781"
"chr8:117378538-117378781_3_+","chr8:117378538-117378781"
"chr8:117378538-117378781_2_-","chr8:117378538-117378781"
"chr8:117378538-117378781_7_-","chr8:117378538-117378781"
"chr8:117456774-117457003_4_-","chr8:117456774-117457003"
"chr8:117456774-117457003_7_-","chr8:117456774-117457003"
"chr8:117456774-117457003_6_-","chr8:117456774-117457003"
"chr8:117456774-117457003_3_-","chr8:117456774-117457003"
"chr8:117540701-117540841_3_-","chr8:117540701-117540841"
"chr8:117540701-117540841_11_-","chr8:117540701-117540841"
"chr8:117540701-117540841_7_-","chr8:117540701-117540841"
"chr8:117540701-117540841_1_+","chr8:117540701-117540841"
"chr8:117557227-117557673_22_-","chr8:117557227-117557673"
"chr8:117557227-117557673_11_+","chr8:117557227-117557673"
"chr8:117557227-117557673_17_-","chr8:117557227-117557673"
"chr8:117557227-117557673_8_-","chr8:117557227-117557673"
"chr8:117565775-117566104_6_+","chr8:117565775-117566104"
"chr8:117565775-117566104_4_-","chr8:117565775-117566104"
"chr8:117565775-117566104_11_+","chr8:117565775-117566104"
"chr8:117565775-117566104_5_-","chr8:117565775-117566104"
"chr8:117640057-117640430_4_+","chr8:117640057-117640430"
"chr8:117640057-117640430_4_-","chr8:117640057-117640430"
"chr8:117640057-117640430_6_-","chr8:117640057-117640430"
"chr8:117640057-117640430_8_+","chr8:117640057-117640430"
"chr8:117700390-117700591_2_+","chr8:117700390-117700591"
"chr8:117700390-117700591_1_-","chr8:117700390-117700591"
"chr8:117700390-117700591_3_+","chr8:117700390-117700591"
"chr8:117700390-117700591_5_+","chr8:117700390-117700591"
"chr8:117718334-117718762_10_-","chr8:117718334-117718762"
"chr8:117718334-117718762_6_-","chr8:117718334-117718762"
"chr8:117718334-117718762_7_+","chr8:117718334-117718762"
"chr8:117718334-117718762_8_-","chr8:117718334-117718762"
"chr8:117740760-117741144_8_+","chr8:117740760-117741144"
"chr8:117740760-117741144_9_+","chr8:117740760-117741144"
"chr8:117740760-117741144_5_+","chr8:117740760-117741144"
"chr8:117740760-117741144_6_-","chr8:117740760-117741144"
"chr8:117742366-117742635_21_+","chr8:117742366-117742635"
"chr8:117742366-117742635_7_-","chr8:117742366-117742635"
"chr8:117742366-117742635_12_+","chr8:117742366-117742635"
"chr8:117742366-117742635_6_-","chr8:117742366-117742635"
"chr8:117743125-117743201_5_+","chr8:117743125-117743201"
"chr8:117743125-117743201_4_+","chr8:117743125-117743201"
"chr8:117743125-117743201_3_+","chr8:117743125-117743201"
"chr8:117743125-117743201_2_+","chr8:117743125-117743201"
"chr8:117744100-117744355_6_+","chr8:117744100-117744355"
"chr8:117744100-117744355_4_+","chr8:117744100-117744355"
"chr8:117744100-117744355_6_-","chr8:117744100-117744355"
"chr8:117744100-117744355_12_-","chr8:117744100-117744355"
"chr8:117773829-117774995_36_-","chr8:117773829-117774995"
"chr8:117773829-117774995_23_-","chr8:117773829-117774995"
"chr8:117773829-117774995_3_+","chr8:117773829-117774995"
"chr8:117773829-117774995_27_+","chr8:117773829-117774995"
"chr8:117889938-117890223_5_-","chr8:117889938-117890223"
"chr8:117889938-117890223_6_-","chr8:117889938-117890223"
"chr8:117889938-117890223_7_+","chr8:117889938-117890223"
"chr8:117889938-117890223_2_+","chr8:117889938-117890223"
"chr8:119047898-119048328_5_-","chr8:119047898-119048328"
"chr8:119047898-119048328_9_-","chr8:119047898-119048328"
"chr8:119047898-119048328_11_-","chr8:119047898-119048328"
"chr8:119047898-119048328_14_-","chr8:119047898-119048328"
"chr8:120879233-120879848_22_+","chr8:120879233-120879848"
"chr8:120879233-120879848_9_-","chr8:120879233-120879848"
"chr8:120879233-120879848_15_+","chr8:120879233-120879848"
"chr8:120879233-120879848_12_+","chr8:120879233-120879848"
"chr8:120996089-120996198_3_-","chr8:120996089-120996198"
"chr8:120996089-120996198_5_-","chr8:120996089-120996198"
"chr8:120996089-120996198_2_+","chr8:120996089-120996198"
"chr8:120996089-120996198_2_-","chr8:120996089-120996198"
"chr8:121092887-121093091_12_+","chr8:121092887-121093091"
"chr8:121092887-121093091_1_+","chr8:121092887-121093091"
"chr8:121092887-121093091_13_+","chr8:121092887-121093091"
"chr8:121092887-121093091_11_+","chr8:121092887-121093091"
"chr8:123619103-123619370_15_-","chr8:123619103-123619370"
"chr8:123619103-123619370_1_+","chr8:123619103-123619370"
"chr8:123619103-123619370_16_-","chr8:123619103-123619370"
"chr8:123619103-123619370_19_-","chr8:123619103-123619370"
"chr8:123651104-123651619_18_+","chr8:123651104-123651619"
"chr8:123651104-123651619_26_+","chr8:123651104-123651619"
"chr8:123651104-123651619_15_+","chr8:123651104-123651619"
"chr8:123651104-123651619_30_-","chr8:123651104-123651619"
"chr8:123695492-123695957_19_+","chr8:123695492-123695957"
"chr8:123695492-123695957_27_-","chr8:123695492-123695957"
"chr8:123695492-123695957_20_-","chr8:123695492-123695957"
"chr8:123695492-123695957_19_-","chr8:123695492-123695957"
"chr8:123701925-123702239_5_-","chr8:123701925-123702239"
"chr8:123701925-123702239_12_-","chr8:123701925-123702239"
"chr8:123701925-123702239_5_+","chr8:123701925-123702239"
"chr8:123701925-123702239_9_-","chr8:123701925-123702239"
"chr8:123706274-123706809_8_-","chr8:123706274-123706809"
"chr8:123706274-123706809_26_-","chr8:123706274-123706809"
"chr8:123706274-123706809_31_+","chr8:123706274-123706809"
"chr8:123706274-123706809_18_-","chr8:123706274-123706809"
